Intent_id,Standard,Clause_or_control,Intent_type,Intent_statement,Evidence_examples,Strength,Mandatory,Applicability ,Exclusion_Justified,Process,Action_Title,compliance_status
INT-A8-29,ISO27001_2022,A.8.4,technical,Source code access rights are periodically reviewed,Access review records,medium,NO,,,Asset Management,Secure Source Code,Not Started
INT-A8-30,ISO27001_2022,A.8.5,technical,A documented secure authentication policy or procedure exists,Authentication policy,strong,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-31,ISO27001_2022,A.8.5,technical,Systems display a security or privacy notice before authentication,Login banner configuration,medium,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-32,ISO27001_2022,A.8.5,technical,Authentication notices state system use is monitored and auditable,Banner text or policy,medium,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-33,ISO27001_2022,A.8.5,technical,Authentication notices warn unauthorized use is prohibited and penalized,Banner text,medium,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-34,ISO27001_2022,A.8.5,technical,MFA is enforced for remote access or privileged access,MFA configuration,strong,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-35,ISO27001_2022,A.8.5,technical,Password complexity and session management controls are enforced,IAM or auth settings,strong,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-36,ISO27001_2022,A.8.5,technical,Authentication controls are monitored and periodically reviewed,Audit logs or review records,medium,NO,,,Asset Management,Secure Authentication Systems,Not Started
INT-A8-37,ISO27001_2022,A.8.6,technical,Capacity planning is performed for information processing telecom and supporting infrastructure,Capacity plans or procedures,strong,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-38,ISO27001_2022,A.8.6,technical,Capacity planning considers contingency and emergency operations,Capacity plans or BCP inputs,medium,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-39,ISO27001_2022,A.8.6,technical,Future processing demand is forecasted on an ongoing basis,Forecast reports or dashboards,strong,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-40,ISO27001_2022,A.8.6,technical,Forecasted demand is compared to available and scheduled capacity,Capacity analysis reports,strong,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-41,ISO27001_2022,A.8.6,technical,Capacity forecasts are reviewed and approved by management,Approvals or meeting minutes,medium,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-42,ISO27001_2022,A.8.6,technical,System capacity is continuously monitored using metrics or dashboards,Monitoring dashboards,strong,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-43,ISO27001_2022,A.8.6,technical,Remediation actions are taken when capacity thresholds are exceeded,Change records or scaling actions,medium,NO,,,Asset Management,Manage Capacity,Not Started
INT-A8-44,ISO27001_2022,A.8.7,technical,A malware protection policy or procedure exists,Malware protection policy,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-45,ISO27001_2022,A.8.7,technical,Signature based malware detection is enabled,AV or EDR configuration,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-46,ISO27001_2022,A.8.7,technical,Heuristic or behavior based malware detection is enabled,EDR configuration,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-47,ISO27001_2022,A.8.7,technical,Malware protection is centrally managed,Central console evidence,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-48,ISO27001_2022,A.8.7,technical,Malware definitions and detection engines are automatically updated,Update logs or settings,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-49,ISO27001_2022,A.8.7,technical,Real time malware scanning is enabled,Endpoint security settings,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-50,ISO27001_2022,A.8.7,technical,Malware detection alerts are generated and routed to authorized personnel,Alert logs or SIEM records,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-51,ISO27001_2022,A.8.7,technical,Malware protection is deployed on servers,EDR deployment reports,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-52,ISO27001_2022,A.8.7,technical,Malware protection is deployed on endpoints,Endpoint inventory or EDR console,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-53,ISO27001_2022,A.8.7,technical,Malware coverage includes common malware types,Vendor capability documentation,medium,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-54,ISO27001_2022,A.8.7,technical,Malware tools generate audit logs,SIEM logs,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-55,ISO27001_2022,A.8.7,technical,Malware audit logs are retained for at least one year,Log retention settings,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-56,ISO27001_2022,A.8.7,technical,At least three months of malware logs are readily available,SIEM access evidence,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-57,ISO27001_2022,A.8.7,technical,Malware protection agents are active and running,Agent health status,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-58,ISO27001_2022,A.8.7,technical,Malware protection is tamper protected from user disablement,Tamper protection settings,strong,NO,,,Asset Management,Protect Against Malware,Not Started
INT-A8-59,ISO27001_2022,A.8.8,technical,A vulnerability management policy or procedure exists,Vulnerability management policy,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-60,ISO27001_2022,A.8.8,technical,Vulnerabilities are identified using defined methods,Scan reports,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-61,ISO27001_2022,A.8.8,technical,Identified vulnerabilities are risk rated including high and critical,Risk scoring outputs,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-62,ISO27001_2022,A.8.8,technical,Vulnerability management documentation is reviewed within the last 12 months,Policy review records,medium,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-63,ISO27001_2022,A.8.8,technical,External vulnerability and patch notifications are received and monitored,Vendor alerts or mailing lists,medium,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-64,ISO27001_2022,A.8.8,technical,Vulnerability scans are performed at defined intervals,Scan schedules or reports,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-65,ISO27001_2022,A.8.8,technical,Vulnerability scans occur after significant system or network changes,Change records or scan logs,medium,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-66,ISO27001_2022,A.8.8,technical,High and critical vulnerabilities are remediated within defined timelines,Remediation tickets,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-67,ISO27001_2022,A.8.8,technical,Penetration testing is performed at least annually or after major changes,Pen test reports,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-68,ISO27001_2022,A.8.8,technical,Penetration test findings are remediated and retested,Retest reports,strong,NO,,,Asset Management,Manage Technical Vulnerabilities,Not Started
INT-A8-69,ISO27001_2022,A.8.9,technical,A configuration management policy or standard exists,Configuration management policy,strong,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-70,ISO27001_2022,A.8.9,technical,Secure configuration baselines are defined for systems and devices,Baseline standards,strong,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-71,ISO27001_2022,A.8.9,technical,Configurations are monitored for compliance,Compliance tools or reports,strong,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-72,ISO27001_2022,A.8.9,technical,Configuration management documentation is reviewed within the last 12 months,Policy review records,medium,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-73,ISO27001_2022,A.8.9,technical,Configuration changes are logged and tracked,Change logs,strong,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-74,ISO27001_2022,A.8.9,technical,Configuration changes are approved through change management,Change approvals,strong,NO,,,Asset Management,Manage Configuration,Not Started
INT-A8-75,ISO27001_2022,A.8.10,technical,An information deletion policy exists,Information deletion policy,strong,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-76,ISO27001_2022,A.8.10,technical,Information retention and deletion requirements are defined,Retention schedules or policy,strong,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-77,ISO27001_2022,A.8.10,technical,Information is deleted in accordance with the deletion policy,Deletion logs or system settings,strong,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-78,ISO27001_2022,A.8.10,technical,Information deletion policy is reviewed within the last 12 months,Policy review records,medium,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-79,ISO27001_2022,A.8.10,technical,Secure deletion or sanitization is verifiable,Wipe certificates or logs,strong,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-80,ISO27001_2022,A.8.10,technical,Deletion activities are monitored or audited for compliance,Audit logs or review reports,medium,NO,,,Asset Management,Delete Information Securely,Not Started
INT-A8-11-01,ISO27001_2022,A.8.11,technical,A documented data masking policy or procedure exists,Data Masking Policy,Strong,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-11-02,ISO27001_2022,A.8.11,technical,Information handling policy addresses data classification and handling requirements,Information Handling Policy,Strong,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-11-03,ISO27001_2022,A.8.11,technical,Data masking is systematically implemented in accordance with policy,"Masked datasets, configurations",Strong,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-11-04,ISO27001_2022,A.8.11,technical,Data masking documentation defines a review and update frequency,Policy metadata,Medium,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-11-05,ISO27001_2022,A.8.11,technical,Data masking policy has been reviewed within the last 12 months,Policy review record,Medium,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-11-06,ISO27001_2022,A.8.11,technical,Data masking controls are validated through testing or audits,"Validation reports, test logs",Medium,NO,Applicable,,Asset Management,Mask Data,Not Started
INT-A8-12-01,ISO27001_2022,A.8.12,technical,A documented data leakage prevention (DLP) policy or procedure exists,DLP Policy,Strong,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-02,ISO27001_2022,A.8.12,technical,"Data leakage prevention controls are implemented across systems, networks, and devices",DLP configurations,Strong,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-03,ISO27001_2022,A.8.12,technical,DLP controls align with data classification and handling requirements,"DLP rules, classification mapping",Strong,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-04,ISO27001_2022,A.8.12,technical,DLP documentation defines a review and update frequency,Policy metadata,Medium,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-05,ISO27001_2022,A.8.12,technical,DLP policy has been reviewed within the last 12 months,Policy review record,Medium,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-06,ISO27001_2022,A.8.12,technical,A process exists to identify potential data leakage incidents,Incident procedures,Strong,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-12-07,ISO27001_2022,A.8.12,technical,DLP alerts and violations are logged and tracked,"DLP logs, SIEM",Strong,NO,Applicable,,Asset Management,Prevent Data Leakage,Not Started
INT-A8-13-01,ISO27001_2022,A.8.13,technical,A documented backup and restoration policy or procedure exists,Backup Policy,Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-02,ISO27001_2022,A.8.13,technical,"Backups of systems, data, and documentation are performed regularly",Backup job logs,Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-03,ISO27001_2022,A.8.13,technical,Backup frequency includes daily incremental and weekly full backups,Backup schedules,Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-04,ISO27001_2022,A.8.13,technical,"At least three backup copies are maintained, with at least one available online",Backup architecture records,Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-05,ISO27001_2022,A.8.13,technical,Backups are stored in isolated or offsite locations and protected from unauthorized access,"Storage records, cloud configs",Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-06,ISO27001_2022,A.8.13,technical,Backup jobs are monitored and failures are addressed within defined timelines,"Monitoring dashboards, alerts",Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-07,ISO27001_2022,A.8.13,technical,Backup restoration tests are performed to verify integrity and reliability,Restore test reports,Strong,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-13-08,ISO27001_2022,A.8.13,technical,A defined process exists for data restoration,Restoration procedures,Medium,NO,Applicable,,Asset Management,Backup Information,Not Started
INT-A8-14-01,ISO27001_2022,A.8.14,technical,Redundancy controls are implemented to meet availability requirements,Architecture diagrams,Strong,NO,Applicable,,Asset Management,Ensure Redundancy of Processing Facilities,Not Started
INT-A8-14-02,ISO27001_2022,A.8.14,technical,Redundancy controls prevent single points of failure,Design documentation,Strong,NO,Applicable,,Asset Management,Ensure Redundancy of Processing Facilities,Not Started
INT-A8-14-03,ISO27001_2022,A.8.14,technical,An alternate processing site is established for critical operations,"DR plans, contracts",Strong,NO,Applicable,,Asset Management,Ensure Redundancy of Processing Facilities,Not Started
INT-A8-14-04,ISO27001_2022,A.8.14,technical,The alternate processing site is geographically or logically separated from the primary site,Site documentation,Strong,NO,Applicable,,Asset Management,Ensure Redundancy of Processing Facilities,Not Started
INT-A8-14-05,ISO27001_2022,A.8.14,technical,Redundancy and failover mechanisms are tested or exercised,"Test reports, incident logs",Medium,NO,Applicable,,Asset Management,Ensure Redundancy of Processing Facilities,Not Started
INT-A8-15-01,ISO27001_2022,A.8.15,technical,A documented logging and monitoring policy or standard exists,Logging Policy,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-02,ISO27001_2022,A.8.15,technical,Auditable events are defined and documented,Policy content,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-03,ISO27001_2022,A.8.15,technical,"Logging is enabled for applications, platforms, networks, databases, and servers",System configurations,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-04,ISO27001_2022,A.8.15,technical,"Logs include required fields such as user, event type, time, result, origin, and resource",Sample logs,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-05,ISO27001_2022,A.8.15,technical,Privileged account activity is logged and monitored,SIEM logs,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-06,ISO27001_2022,A.8.15,technical,Logs are centralized in a secure log management or SIEM system,SIEM architecture,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-07,ISO27001_2022,A.8.15,technical,Logs are protected from unauthorized modification or deletion,"Access controls, immutability",Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-08,ISO27001_2022,A.8.15,technical,"Logs are retained for at least one year, with three months immediately available",Retention settings,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-09,ISO27001_2022,A.8.15,technical,Logs are actively or periodically reviewed,Review records,Medium,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-15-10,ISO27001_2022,A.8.15,technical,Access to logs is restricted to authorized personnel,Access control lists,Strong,NO,Applicable,,Asset Management,Enable Logging,Not Started
INT-A8-16-01,ISO27001_2022,A.8.16,technical,Inbound and outbound network traffic is monitored for anomalous behavior,"Network monitoring tools, SIEM",Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-02,ISO27001_2022,A.8.16,technical,System-level activity on servers and endpoints is monitored,"System logs, EDR",Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-03,ISO27001_2022,A.8.16,technical,Application activity is monitored for security-relevant events,"Application logs, SIEM",Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-04,ISO27001_2022,A.8.16,technical,Administrative and privileged access activity is monitored,"PAM logs, SIEM",Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-05,ISO27001_2022,A.8.16,technical,Critical system and network configuration files are monitored for changes,"File integrity monitoring, audit logs",Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-06,ISO27001_2022,A.8.16,technical,"Logs from security tools are monitored (e.g., AV, IDS/IPS, firewalls, DLP)",SIEM dashboards,Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-07,ISO27001_2022,A.8.16,technical,System and network event logs are monitored,Log monitoring reports,Strong,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-08,ISO27001_2022,A.8.16,technical,Monitoring alerts trigger investigation or escalation actions,"Incident records, SOC tickets",Medium,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-16-09,ISO27001_2022,A.8.16,technical,Monitoring activities are integrated with incident response processes,"IR procedures, SOC workflows",Medium,NO,Applicable,,Asset Management,Monitor Activities,Not Started
INT-A8-17-01,ISO27001_2022,A.8.17,technical,System clocks are synchronized using time synchronization technology,"NTP settings, system configs",Strong,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-17-02,ISO27001_2022,A.8.17,technical,"Approved time sources (e.g., UTC or atomic time) are used",NTP configuration,Strong,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-17-03,ISO27001_2022,A.8.17,technical,Only designated central time servers receive external time signals,Time server configurations,Strong,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-17-04,ISO27001_2022,A.8.17,technical,Multiple time servers peer with each other to maintain accurate time,NTP peer settings,Medium,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-17-05,ISO27001_2022,A.8.17,technical,Access to time configuration data is restricted to authorized personnel,Access controls,Medium,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-17-06,ISO27001_2022,A.8.17,technical,Changes to system time settings are logged and monitored,System event logs,Strong,NO,Applicable,,Asset Management,Synchronize Clocks,Not Started
INT-A8-18-01,ISO27001_2022,A.8.18,technical,A documented procedure governs the use of privileged utility programs,Privileged utility policy,Strong,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-02,ISO27001_2022,A.8.18,technical,Roles requiring access to privileged utility programs are defined,Role definitions,Strong,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-03,ISO27001_2022,A.8.18,technical,"Administrative, maintenance, and diagnostic utilities are segregated by role",System configuration records,Strong,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-04,ISO27001_2022,A.8.18,technical,Usage of privileged utility programs is logged,Audit logs,Strong,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-05,ISO27001_2022,A.8.18,technical,Privileged utility access is not shared among users,Account configuration,Strong,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-06,ISO27001_2022,A.8.18,technical,Expiration requirements exist for privileged utility access,Access management procedures,Medium,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-18-07,ISO27001_2022,A.8.18,technical,Access to privileged utility programs is reviewed and audited,Access review records,Medium,NO,Applicable,,Asset Management,Use Privileged Utility Programs,Not Started
INT-A8-19-01,ISO27001_2022,A.8.19,technical,A list of authorized software for operational systems exists,Software inventory,Strong,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-02,ISO27001_2022,A.8.19,technical,Automated mechanisms detect unauthorized software installation or execution,"EDR, application control logs",Strong,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-03,ISO27001_2022,A.8.19,technical,Rules governing software installation by users are documented,Software installation policy,Strong,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-04,ISO27001_2022,A.8.19,technical,Software installation policy has been reviewed within the last 12 months,Policy review records,Medium,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-05,ISO27001_2022,A.8.19,technical,Software installations require documented approval,"Change tickets, approvals",Strong,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-06,ISO27001_2022,A.8.19,technical,Software installations are validated or tested post-deployment,"Test results, validation records",Medium,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-19-07,ISO27001_2022,A.8.19,technical,Rollback or contingency procedures exist for software changes,Change management documentation,Medium,NO,Applicable,,Asset Management,Install Software on Operational Systems,Not Started
INT-A8-20-01,ISO27001_2022,A.8.20,technical,A documented network security policy exists,Network Security Policy,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-02,ISO27001_2022,A.8.20,technical,Network access controls restrict access to approved devices,NAC configurations,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-03,ISO27001_2022,A.8.20,technical,"Network perimeter, security zones, and enclaves are defined",Network diagrams,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-04,ISO27001_2022,A.8.20,technical,Administrative access to network components follows least privilege,Access control lists,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-05,ISO27001_2022,A.8.20,technical,Secure wireless protocols are enforced,Wireless configuration,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-06,ISO27001_2022,A.8.20,technical,Guest or non-production networks are segregated from production,VLAN configurations,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-07,ISO27001_2022,A.8.20,technical,Remote access requires periodic VPN reauthentication,VPN configuration,Medium,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-08,ISO27001_2022,A.8.20,technical,Split tunneling is disabled for remote access connections,VPN settings,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-20-09,ISO27001_2022,A.8.20,technical,Remote endpoints must meet security standards before network access,NAC posture checks,Strong,NO,Applicable,,Asset Management,Secure Networks,Not Started
INT-A8-21-01,ISO27001_2022,A.8.21,technical,Security mechanisms and requirements for network services are defined,"Network security policy, SLAs",Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-02,ISO27001_2022,A.8.21,technical,Internet-facing ingress and egress traffic routes through perimeter security controls,"Firewall configs, network diagrams",Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-03,ISO27001_2022,A.8.21,technical,Firewall rules are formally reviewed and recertified at least annually or after major changes,Firewall review records,Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-04,ISO27001_2022,A.8.21,technical,Changes to firewall rules are reviewed and approved,"Change records, approvals",Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-05,ISO27001_2022,A.8.21,technical,Network devices and gateways are configured with deny-all by default,Firewall configurations,Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-06,ISO27001_2022,A.8.21,technical,Network address translation is implemented to prevent internal address discovery,Network configurations,Medium,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-07,ISO27001_2022,A.8.21,technical,Outbound internet traffic is routed through an approved proxy service,Proxy configurations,Medium,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-08,ISO27001_2022,A.8.21,technical,Inbound traffic is authenticated and terminated within a DMZ architecture,DMZ architecture diagrams,Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-21-09,ISO27001_2022,A.8.21,technical,Externally facing applications are protected by WAF or RASP where applicable,"WAF configurations, security tools",Strong,NO,Applicable,,Asset Management,Secure Network Services,Not Started
INT-A8-22-01,ISO27001_2022,A.8.22,technical,"Logical network segregation is implemented for systems, users, and services",Network segmentation policy,Strong,NO,Applicable,,Asset Management,Segregate Networks,Not Started
INT-A8-22-02,ISO27001_2022,A.8.22,technical,"VLANs, zones, or subnets are used to segregate environments",Network diagrams,Strong,NO,Applicable,,Asset Management,Segregate Networks,Not Started
INT-A8-22-03,ISO27001_2022,A.8.22,technical,Firewall rules or ACLs enforce separation between network zones,Firewall rulesets,Strong,NO,Applicable,,Asset Management,Segregate Networks,Not Started
INT-A8-22-04,ISO27001_2022,A.8.22,technical,Network segmentation is periodically tested or reviewed,Pen test or assessment reports,Medium,NO,Applicable,,Asset Management,Segregate Networks,Not Started
INT-A8-22-05,ISO27001_2022,A.8.22,technical,Inter-zone traffic is monitored to detect unauthorized lateral movement,"SIEM, IDS logs",Medium,NO,Applicable,,Asset Management,Segregate Networks,Not Started
INT-A8-23-01,ISO27001_2022,A.8.23,technical,Rules defining permitted and prohibited website access are defined,Web filtering policy,Strong,NO,Applicable,,Asset Management,Filter Web Access,Not Started
INT-A8-23-02,ISO27001_2022,A.8.23,technical,Technical controls block access to malicious or inappropriate websites,"DNS filter, proxy logs",Strong,NO,Applicable,,Asset Management,Filter Web Access,Not Started
INT-A8-23-03,ISO27001_2022,A.8.23,technical,Rules for safe and appropriate internet use are communicated to users,Awareness training records,Medium,NO,Applicable,,Asset Management,Filter Web Access,Not Started
INT-A8-23-04,ISO27001_2022,A.8.23,technical,Web filtering activity is logged and monitored,Web filter reports,Medium,NO,Applicable,,Asset Management,Filter Web Access,Not Started
INT-A8-24-01,ISO27001_2022,A.8.24,technical,Cryptographic rules and standards are formally defined,Cryptographic policy,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-02,ISO27001_2022,A.8.24,technical,"Encryption requirements cover data at rest, in transit, and backups",Encryption standard,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-03,ISO27001_2022,A.8.24,technical,Encryption requirements are defined by data classification,Data classification policy,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-04,ISO27001_2022,A.8.24,technical,Use of non-encryption or compensating controls requires formal approval,Risk acceptance records,Medium,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-05,ISO27001_2022,A.8.24,technical,Compliance with encryption requirements is monitored,"Audit logs, monitoring tools",Medium,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-06,ISO27001_2022,A.8.24,technical,Encryption key management requirements are defined and implemented,Key management policy,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-07,ISO27001_2022,A.8.24,technical,Encryption keys have defined lifetimes and rotation requirements,KMS configurations,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-08,ISO27001_2022,A.8.24,technical,Segregation of duties is enforced for key management activities,Access controls,Strong,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-24-09,ISO27001_2022,A.8.24,technical,Centralized key recovery with dual control is implemented where required,KMS procedures,Medium,NO,Applicable,,Asset Management,Use Cryptography,Not Started
INT-A8-25-01,ISO27001_2022,A.8.25,technical,A Secure Development Life Cycle policy is documented and implemented,SDLC policy,Strong,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-25-02,ISO27001_2022,A.8.25,technical,Information security requirements are integrated into the SDLC,SDLC artifacts,Strong,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-25-03,ISO27001_2022,A.8.25,technical,SDLC documentation is reviewed at least annually,Policy review records,Medium,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-25-04,ISO27001_2022,A.8.25,technical,SDLC requirements are communicated to relevant personnel,Training records,Medium,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-25-05,ISO27001_2022,A.8.25,technical,Development changes follow a defined secure development methodology,Dev process records,Strong,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-25-06,ISO27001_2022,A.8.25,technical,Security testing activities are embedded in the development lifecycle,SAST/DAST reports,Strong,NO,Applicable,,Asset Management,Secure Development Lifecycle,Not Started
INT-A8-26-01,ISO27001_2022,A.8.26,technical,Application security requirements are formally identified and documented,"Application security requirements, policy",Strong,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-26-02,ISO27001_2022,A.8.26,technical,Application security requirements are formally approved,Approval records,Strong,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
